id,rt,mz,Ion_Adduct_Identity,IIN_Group_ID,Final_Annotations,smiles,inchi_key,Annotation_Preferred,Annotation_Spectral,number of aligned features,fragment_scans,spectral_similarity,F1_P1-B-2_1_4842,F2_P1-B-3_1_4843,F3_2_P1-B-4_1_4845,F3_3_P1-B-4_1_4846,F3_P1-B-4_1_4844,LL1_P1-C-2_1_4847,LL2_P1-C-3_1_4848,LL3_2_P1-C-4_1_4850,LL3_3_P1-C-4_1_4851,LL3_P1-C-4_1_4849
2721,6.9965,146.05276,[M+H]+,229,,,,,,1,0,,10200,9790,9170,7890,8300,8280,10200,9430,8840,9330
2723,6.9613,162.07581,,,,,,,,1,0,,2070,2050,1890,2140,1690,1480,1890,2200,1810,1730
2725,7.0227,385.14926,,,,,,,,5,0,,5360,9060,8230,7890,7680,660,,,,
2727,6.9892,386.14634,[M-e]+,232,,,,,,5,108,,17900,36100,29700,29800,30200,1590,1040,860,810,1120
2728,7.0157,333.09854,,,,,,,,5,8,,16100,23700,21700,21700,22800,1570,1160,1020,944,1250
2729,7.0233,203.05256,,,,,,,,12,93,,222000,198000,196000,182000,200000,268000,249000,232000,249000,235000
2730,7.0234,219.02632,,,,,,,,10,0,,4020,3950,4260,4410,4170,6690,6220,6220,6900,7380
2731,7.0364,332.1018,,,,,,,,5,0,,4230,6930,5810,5850,6100,514,,,,
2734,7.0357,387.14954,[M+NH4]+,233,,,,,,1,0,,3130,4760,4480,4530,4940,,,,,
2737,7.0411,310.17576,,,,,,,,7,8,,3640,3390,3600,3440,3360,2470,2720,2970,2650,2810
2738,7.0487,221.06293,,,,,,,,10,0,,2820,3310,2880,2890,2480,3380,3280,3140,3440,3130
2739,7.016,116.07046,,,,,,,,2,0,,3190,3640,3580,3920,3230,2560,2380,2800,2410,2770
2740,7.0475,279.13367,,,,,,,,2,0,,4820,4190,4390,5120,4810,2420,2210,2710,2490,2470
2741,7.0582,262.1646,,,,,,,,10,0,,2490,2360,2130,2090,2350,2050,1990,1970,2350,1970
2742,7.0497,305.05104,,,,,,,,1,0,,916,727,793,900,806,2050,682,827,577,671
2743,7.0642,457.09858,,,,,,,,1,0,,942,707,759,787,782,1770,582,501,,631
2744,7.0599,351.10693,[M-H2O-e]+,233,,,,,,9,1,,3760,6970,5660,5360,5800,2030,1990,1920,2110,2260
2745,7.0651,150.07681,,,,,,,,10,15,,4940,5650,4890,5140,5560,5820,10200,12100,11700,10900
2746,7.0578,439.08809,,,,,,,,1,0,,611,586,544,714,554,1560,,,533,
2747,7.0706,302.07062,[M+NH4]+,234,,,,,,5,0,,2420,3710,3210,3730,3630,,,,,
2748,7.0783,267.03371,[M-H2O+H]+,234,,,,,,5,1,,3670,4690,4660,4100,4480,783,533,613,,
2749,7.0829,390.10463,[M+Na]+,235,,,,,,5,0,,4280,5210,5290,5250,5050,991,633,550,610,574
2750,7.0737,120.08063,,,,,,,,10,0,,4680,3690,3660,3310,3480,4800,4440,4860,4080,4710
2751,7.0802,391.10152,,,,,,,,7,11,,15900,19900,20100,21000,19400,2420,1720,1510,1400,1300
2752,7.074,223.1075,,,,,,,,10,0,,2870,3310,3520,3080,2960,2470,2970,2800,2700,2870
2753,7.0741,249.02304,,,,,,,,5,0,,2250,2990,2850,3110,2780,,,,,
2754,7.0526,346.14931,,,,,,,,4,0,,1800,1100,1240,1550,1370,1570,1410,1540,1750,1620
2755,7.0757,407.07549,,,,,,,,7,25,,12700,19200,19200,20600,20600,2700,2140,1470,1470,1680
2756,7.0854,406.07902,[M+K]+,235,,,,,,5,0,,3400,4820,4980,5230,5060,864,618,,,
2757,7.0702,233.0629,,,,,,,,6,0,,2000,1550,1600,1330,1640,2970,3380,3480,3340,3190
2758,7.0812,244.07896,,,,,,,,2,0,,1440,1140,1150,1420,1130,1660,1550,1610,1420,1600
2759,7.1125,307.02602,,,,,,,,5,0,,3720,3440,3240,3090,3380,1110,822,938,717,942
2760,7.0886,419.06184,,,,,,,,5,0,,1900,2210,1800,1630,2070,,,,,
2761,7.0903,489.12341,,,,,,,,5,0,,1930,3010,2610,2430,2900,,,,,
2762,7.0928,490.11999,[M+NH4]+,236,,,,,,5,0,,3840,5770,5420,5060,5270,,,,,
2763,7.087,377.08431,,,,,,,,5,0,,1150,895,795,837,827,1660,1900,1810,1910,1940
2764,7.1105,291.07046,,,,,,,,5,0,,3000,2890,2370,2700,2410,573,771,537,,
2765,7.0976,510.0526,,,,,,,,1,0,,1100,1560,1400,1290,1520,,,,,
2766,7.1032,495.07527,[M+Na]+,236,,,,,,5,0,,2060,2400,2270,2500,2480,,,,,
2768,7.1058,511.04942,[M+K]+,236,,,,,,5,0,,1750,2190,2440,1980,2290,,,,,
2769,7.1421,365.04692,,,,,,,,5,0,,2100,2240,1770,2470,2170,1080,723,680,801,1050
2770,7.1264,349.07309,,,,,,,,5,0,,2800,2650,2390,3330,2530,1260,1020,760,683,1110
2772,7.1157,126.06603,,,,,,,,10,0,,3310,4920,3570,3250,3640,2310,3330,3100,2870,2530
2773,7.1245,367.08174,,,,,,,,10,0,,2910,2470,1840,1630,1990,3510,3870,3870,3740,4030
2778,7.1424,184.04636,,,,,,,,10,22,,10200,7220,5980,6000,6470,12600,13900,13300,12400,13600
2779,7.147,167.01969,,,,,,,,1,0,,1370,975,877,1310,1250,1660,1480,1660,1250,1610
2780,7.157,405.04124,,,,,,,,5,3,,1650,1220,1450,1330,1590,3130,3500,2980,3410,2870
2781,7.1501,141.04053,,,,,,,,10,2,,7420,5460,4840,4670,4780,8340,9740,9010,8010,9150
2782,7.1623,222.00219,,,,,,,,10,3,,1610,1680,1800,1610,1690,3850,3780,4040,3790,3730
2784,7.1869,243.98395,,,,,,,,5,0,,891,,915,622,535,2470,2930,2380,2890,2440
2785,7.1808,259.95796,,,,,,,,5,0,,508,543,531,598,,1900,2280,2670,2380,2560
2786,7.2037,159.02201,,,,,,,,5,0,,,,,,,1850,3410,2840,2860,3320
2787,7.2268,85.02847,,,,,,,,10,0,,38300,33200,36000,34000,34400,32600,33200,36800,37100,36000
2788,7.2308,145.04938,,,,,,,,10,8,,25100,21500,21000,19700,21000,22000,23900,22700,24400,23600
2789,7.231,184.05784,,,,,,,,5,0,,,,,,,5470,2420,2770,2840,2500
2041,3.4419,309.09654,[M-H2O+H]+,194,ALIGN_NIST20_5-Hydroxy-2-(4-hydroxyphenyl)-7-((2-O-((2E)-3-(4-hydroxyphenyl)prop-2-enoyl)-.beta.-D-glucopyranosyl)oxy)-4-oxo-4H-chromen-3-yl 2-O-(6-deoxy-.alpha.-L-mannopyranosyl)-.beta.-D-glucopyranoside,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_5-Hydroxy-2-(4-hydroxyphenyl)-7-((2-O-((2E)-3-(4-hydroxyphenyl)prop-2-enoyl)-.beta.-D-glucopyranosyl)oxy)-4-oxo-4H-chromen-3-yl 2-O-(6-deoxy-.alpha.-L-mannopyranosyl)-.beta.-D-glucopyranoside,ALIGN_NIST20_5-Hydroxy-2-(4-hydroxyphenyl)-7-((2-O-((2E)-3-(4-hydroxyphenyl)prop-2-enoyl)-.beta.-D-glucopyranosyl)oxy)-4-oxo-4H-chromen-3-yl 2-O-(6-deoxy-.alpha.-L-mannopyranosyl)-.beta.-D-glucopyranoside,10,10,0.984,4820,4650,4330,5010,4900,8110,8530,8290,7670,8690
2791,7.2404,144.10172,,,,,,,,10,0,,3540,3060,3520,2950,3110,3310,2970,3220,3500,3670
2792,7.2408,173.03771,,,,,,,,4,0,,,,,,,2010,1740,1810,1390,1720
2793,7.2265,163.05995,,,,,,,,5,0,,2240,1750,1650,1830,1640,2020,1970,2010,2150,2230
2795,7.2538,347.09464,[M+Na]+,237,,,,,,6,9,,1690,1190,1290,1280,986,3170,3770,3880,3190,3290
2796,7.2564,363.06837,[M+K]+,237,,,,,,5,5,,1480,951,1270,1080,1260,3570,4020,4250,4540,4120
2797,7.2711,148.06031,,,,,,,,5,0,,7000,6400,5340,4550,5740,,,,,
2798,7.2345,146.05278,,,,,,,,1,0,,2090,1570,2260,1490,1650,1700,1850,1790,1660,2080
2799,7.2415,86.03184,,,,,,,,1,0,,1930,1770,1830,1950,1500,1680,1750,1910,1590,1880
2800,7.2795,330.05947,,,,,,,,10,6,,2510,2310,1870,2160,2340,1950,2140,1890,2030,1720
2801,7.3052,215.08477,,,,,,,,5,15,,,,,,,5180,5390,4690,4350,4340
2802,7.3079,235.16501,[2M+H]+,238,,,,,,2,0,,1020,1520,1740,1450,1650,,,,,
2806,7.3257,72.08097,,,,,,,,10,0,,1980,1730,1810,1580,1950,1630,1700,1910,2140,1900
2807,7.332,118.08615,[M+H]+,238,,,,,,10,86,,52600,50200,45500,47200,43700,32400,33900,30800,31100,33000
2808,7.34,130.0861,,,,,,,,10,30,,10100,9240,8770,9170,9690,5280,5890,5480,5840,5330
2809,7.345,424.1114,,,,,,,,5,0,,1620,1800,1710,1600,2060,749,687,606,569,503
2810,7.3458,84.08085,,,,,,,,10,0,,4170,3780,3530,3440,4410,2740,4170,3940,3570,4290
2812,7.3511,329.01411,,,,,,,,5,0,,1210,1470,990,944,1240,1900,2370,2320,2230,2070
2813,7.3626,307.03171,,,,,,,,9,1,,2330,3090,3400,3510,3550,2570,2770,3130,2780,2910
2814,7.35,344.988,,,,,,,,1,0,,1290,1170,1510,1080,1350,1420,1600,1770,1730,1700
3130,8.3334,180.08651,,,ALIGN_NIST23_.beta.-D-Allose,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_.beta.-D-Allose,ALIGN_NIST23_.beta.-D-Allose,2,6,0.812,2750,2410,2660,1850,1750,2100,7990,6240,6410,8680
2816,7.41,310.17583,,,,,,,,4,9,,3400,3430,2920,3220,3700,2590,2180,2810,2390,2420
2817,7.4069,219.02609,,,,,,,,4,0,,531,,,,575,1660,1540,1660,1530,1540
2818,7.4042,204.08563,,,,,,,,10,12,,6330,5590,6360,6320,6460,2420,2080,3150,2950,2410
2819,7.4266,96.04437,,,,,,,,5,0,,2240,1840,1670,1990,1850,1080,1090,1410,1200,1410
2820,7.4172,126.05477,,,,,,,,5,0,,2290,2520,2410,2790,2260,1310,1650,1110,1120,1460
2821,7.4147,186.07588,,,,,,,,9,0,,3810,3770,3250,3580,3880,1500,2220,2010,1710,1660
2822,7.4141,138.05523,,,,,,,,10,18,,9450,9180,8260,9610,9110,3980,4320,4220,4290,4500
2823,7.4136,144.06533,,,,,,,,7,0,,3090,2950,3150,3000,3470,1200,1320,1730,1510,1650
2824,7.4164,203.05246,,,,,,,,9,23,,5990,4300,3430,3840,3940,14200,14100,13300,12600,13800
2825,7.4197,244.07895,[M+Na]+,239,,,,,,10,6,,15500,7300,8240,8210,8050,12500,11200,12700,12800,13600
2826,7.4206,260.05285,[M+K]+,239,,,,,,10,0,,4500,2440,3140,4440,3280,6890,7220,8070,8490,7440
2827,7.4272,407.22845,,,,,,,,3,0,,1770,2040,1720,1960,1730,1280,1510,1590,1740,1730
2828,7.4192,158.06706,,,,,,,,1,0,,1630,1450,1160,1330,1120,1170,1040,1020,1200,1140
2830,7.4458,300.12034,,,,,,,,2,0,,1560,1520,1590,1470,1660,973,864,1010,886,921
2832,7.4165,349.07287,,,,,,,,1,0,,1520,693,873,932,800,798,913,550,553,633
2833,7.4704,184.06015,,,,,,,,2,0,,1510,1500,1710,1480,1640,955,1380,1190,1600,1180
2834,7.4501,146.08098,,,,,,,,10,53,,8120,8600,8420,8630,8840,5560,6630,6920,7420,5970
2835,7.4466,82.06517,,,,,,,,1,0,,1420,1620,1710,1330,1240,1040,1430,1110,1380,1250
2836,7.4526,100.07567,,,,,,,,10,1,,4710,4620,4460,4790,4420,3520,4140,4000,3470,3100
2839,7.4584,160.09661,,,,,,,,10,0,,2030,1830,1920,1670,1660,1610,1680,2020,1590,1530
2840,7.4729,213.12322,,,,,,,,1,13,,8640,8920,8440,8740,9500,5780,6340,6560,7070,7290
2841,7.4686,241.07929,,,,,,,,10,4,,6340,3380,3690,3230,3220,6050,5560,4640,5400,5720
2843,7.4699,257.05318,,,,,,,,6,0,,1630,962,1380,1160,1080,2800,2670,2620,2680,2790
2844,7.4794,558.2552,,,,,,,,9,0,,3480,3200,2860,2680,2910,1670,2260,1700,1560,1670
2845,7.4815,219.0974,,,,,,,,9,6,,3360,3840,4110,3470,3920,1560,2010,1860,1770,1660
2847,7.5169,88.07574,,,,,,,,3,0,,,,,,,1140,1530,2230,1480,1590
2848,7.539,101.05971,,,,,,,,1,0,,,,,,,900,1730,1580,1910,1640
2849,7.5316,170.1174,,,,,,,,5,0,,,,,,,2990,5380,5900,6460,5520
2850,7.5333,188.12781,,,,,,,,5,20,,638,668,,584,562,10300,16900,18800,17800,18500
2851,7.5275,407.22855,,,,,,,,3,0,,1670,1770,1490,1660,1840,1460,1580,1530,1530,1650
2852,7.5253,154.02627,,,,,,,,5,0,,956,1060,1590,1040,1080,8570,8650,7470,8410,8660
2565,6.5499,279.13367,,,ALIGN_NIST20_Tyr-Pro,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_Tyr-Pro,ALIGN_NIST20_Tyr-Pro,10,32,0.972,7390,7560,8410,8350,8390,3450,3730,3670,3720,3720
2855,7.5477,283.13188,,,,,,,,1,0,,1180,1500,1340,1460,1350,1550,1690,1580,1410,1560
2856,7.5552,496.20017,,,,,,,,2,0,,846,1600,1550,1470,1590,,,,,
2857,7.5575,197.12828,,,,,,,,4,0,,,,,,,,3300,3840,3870,3650
2858,7.5603,138.05249,,,,,,,,6,0,,1510,1280,1220,1270,1180,4810,3920,4070,3690,3940
2859,7.5448,253.11564,,,,,,,,1,0,,561,,,,,1770,1380,1270,1530,1490
1955,3.1434,147.04388,,,ALIGN_NIST20_N-trans-p-Coumaroyltyrosine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_N-trans-p-Coumaroyltyrosine,ALIGN_NIST20_N-trans-p-Coumaroyltyrosine,5,20,0.922,7430,8240,6100,7250,6670,4850,5540,5510,4650,4890
2861,7.5633,433.08872,,,,,,,,2,0,,1640,1340,1910,1510,1500,1170,983,801,864,1110
2862,7.5714,306.13518,,,,,,,,4,0,,1630,1740,1710,1700,1810,,,,,
2863,7.5758,104.10697,,,,,,,,10,86,,152000,73100,71600,66500,68700,116000,132000,134000,138000,132000
2864,7.5856,488.21393,,,,,,,,5,42,,8220,15700,15600,15400,14800,978,808,617,588,623
2866,7.5819,487.21766,,,,,,,,5,0,,2600,4030,4460,3950,3970,,,,,
2867,7.5849,70.06533,[M-e]+,240,,,,,,10,20,,21200,20900,19600,20200,20400,17000,17100,17700,19800,19200
2370,5.4496,183.05098,,,ALIGN_GNPS_1-METHYLURIC ACID,CN1C(C2=C(NC(=N2)O)N=C1O)=O,QFDRTQONISXGJA-UHFFFAOYSA-N,ALIGN_GNPS_1-METHYLURIC ACID,ALIGN_GNPS_1-METHYLURIC ACID,8,16,0.865,2190,1560,1400,1640,1600,6380,8020,7960,7480,7070
2871,7.5851,71.06864,[M+H]+,240,,,,,,1,0,,2150,2340,2000,1740,1960,1390,1760,2070,2390,2070
2872,7.6174,83.04919,,,,,,,,10,0,,3110,2140,2100,1910,2050,2150,2120,2090,2340,2150
2873,7.6214,129.05442,,,,,,,,10,1,,10100,6510,6150,5800,6520,7220,6670,6090,5740,5540
2875,7.6237,111.04393,,,,,,,,10,0,,5930,3880,3360,3240,3250,3070,3410,3740,3490,2860
2876,7.5787,489.21753,,,,,,,,1,0,,2250,3450,3260,3260,3310,,,,,
2877,7.6204,395.13279,[M+Na]+,241,,,,,,5,12,,7690,8710,8040,9020,9040,1430,1190,1020,851,1060
2878,7.6327,410.11007,[M+K]+,242,,,,,,5,0,,2150,2800,2670,2730,2820,,588,,547,
2879,7.6349,411.10688,[M+K]+,241,,,,,,6,30,,8890,10300,10400,11000,11400,2030,1570,1390,1330,1560
2880,7.6309,394.13642,[M+Na]+,242,,,,,,5,0,,2040,2520,2520,2430,2490,510,,,,
2881,7.6189,99.04404,,,,,,,,5,0,,2270,1870,1710,1650,1610,1620,1810,1320,1400,1530
2882,7.6327,147.06499,,,,,,,,10,0,,5050,3210,3060,2750,3710,3340,3320,3650,3630,3540
2883,7.6328,189.03267,,,,,,,,5,8,,,,,,,3680,4300,3910,4090,3760
2884,7.6342,165.07552,,,,,,,,5,0,,3790,3000,3050,2740,3060,3320,2830,3180,3550,3110
2885,7.6404,174.11226,,,,,,,,10,0,,2490,2550,2800,2520,2640,2370,2610,2110,2020,2270
2886,7.6438,281.09893,,,,,,,,10,0,,2190,1950,1970,1690,1930,1970,2540,2380,2100,2080
2887,7.6436,205.06813,,,,,,,,11,45,,67000,26400,26700,25000,26300,135000,120000,118000,117000,126000
2889,7.6264,103.03897,,,,,,,,1,0,,1600,1660,1070,1030,1110,1190,1310,1040,1070,1860
2890,7.6525,373.15072,,,,,,,,5,1,,3020,4770,5150,4430,3750,,,595,,
2894,7.6611,248.14903,,,,,,,,10,41,,5260,6090,6030,5900,6080,4160,5200,4790,5080,5330
2895,7.6587,407.22848,,,,,,,,2,0,,1820,2040,1710,1690,1660,1080,1260,1510,1570,1360
2896,7.6712,251.03854,,,,,,,,4,0,,1800,3100,2410,2790,2950,512,,,,
2897,7.6611,213.12321,,,,,,,,9,85,,8960,9780,9890,10800,10100,6440,7180,8290,7100,7760
2898,7.655,287.05877,[M+H]+,243,,,,,,5,0,,1560,2940,2960,3370,2700,,,,,672
2899,7.6494,310.17586,,,,,,,,1,0,,2640,3360,2940,3020,2750,1930,2040,2340,2250,2120
2900,7.6611,325.01713,[M+K]+,243,,,,,,4,0,,957,1740,2010,2310,1680,649,,,,
2901,7.6717,309.04151,[M+Na]+,243,,,,,,5,5,,2510,3440,3470,3660,3890,745,991,717,770,743
2902,7.6651,221.04199,,,,,,,,6,0,,1790,849,1430,1090,1120,6450,6300,6300,5820,6010
2904,7.6627,269.04915,,,,,,,,1,0,,789,1460,1490,1610,1620,,,,,
2908,7.6874,351.0887,,,,,,,,4,0,,984,2050,1900,1920,2030,,,,,
2909,7.6909,367.06244,,,,,,,,3,0,,1000,1470,1740,2150,1770,,,,,
2911,7.7106,293.08523,,,,,,,,5,0,,1850,2220,1940,2110,1820,640,,,,
2912,7.7241,311.09607,,,,,,,,5,0,,2390,2790,2400,2550,2820,623,,,,
2913,7.799,555.05477,,,,,,,,1,0,,2750,1940,1660,1450,1880,2330,3050,2310,2300,2580
2914,7.7599,200.11263,,,,,,,,10,0,,4450,3240,2660,2690,2680,2580,3070,3280,2860,2890
2915,7.7614,88.07564,,,,,,,,8,0,,2070,3710,3390,3710,3630,1000,1490,1730,2250,2140
2916,7.7157,70.06531,,,,,,,,1,0,,2070,1710,1560,3250,1210,2640,1550,2070,4040,1530
2917,7.8199,551.0607,,,,,,,,1,0,,4070,2890,2580,1950,2830,3510,3150,3010,3280,3650
2918,7.7669,713.06598,,,,,,,,8,0,,3250,2070,1660,1540,1790,2480,2600,2550,2310,2200
2919,7.7717,712.06743,,,,,,,,6,0,,2470,1900,1440,1520,1710,2660,2610,2110,2220,2090
2920,7.7755,715.06332,,,,,,,,1,0,,2250,1470,1160,1020,1370,2010,1680,1790,2060,2120
2921,7.7776,165.07539,[2M+H]+,244,,,,,,5,0,,3600,3090,3190,2610,2950,3730,4500,4260,4320,4740
2922,7.778,103.03887,,,,,,,,1,0,,1410,1250,1020,1200,1140,1550,1490,1530,1540,1510
2923,7.7782,111.04389,,,,,,,,10,0,,5080,3710,3740,3340,3460,3930,4170,4200,4440,4140
2924,7.7871,302.07056,,,,,,,,2,0,,1400,1670,1640,1640,1470,,,,,
2925,7.7797,147.06493,,,,,,,,10,0,,4890,3350,3800,3310,3640,5150,4770,5010,5460,5340
2926,7.7805,83.04918,[M+H]+,244,,,,,,10,0,,3100,2320,2210,1810,2100,2570,2540,2960,2910,3050
2928,7.7821,129.0544,,,,,,,,10,0,,7050,6340,5410,4980,5330,7100,7300,7580,7630,7330
2929,7.7899,291.06997,,,,,,,,5,0,,2010,2280,2060,2080,2210,567,,,,
2930,7.7951,309.08033,,,,,,,,5,0,,3130,3900,2620,2810,3240,824,,,,625
2932,7.7852,99.04399,,,,,,,,10,0,,4050,2690,2910,2370,3010,3190,3400,3110,3910,4290
2933,7.7714,711.06902,,,,,,,,4,0,,2170,1530,1380,1250,1060,2030,1850,1540,1540,1530
2934,7.7813,87.04402,,,,,,,,6,0,,1750,1450,1710,1510,1560,1520,1860,2000,1650,1960
2935,7.7882,714.06466,,,,,,,,1,0,,2720,1940,1630,1730,1810,2390,2440,2620,2370,2330
2937,7.7722,205.06796,,,,,,,,1,0,,7390,10800,11600,11900,11200,14900,12000,14200,14000,14400
2938,7.7974,74.06019,,,,,,,,5,0,,2240,1720,2390,1690,1890,1410,1240,741,695,812
2939,7.8217,213.12319,,,,,,,,1,0,,8520,9110,9490,8960,9340,5220,5950,7440,6490,6470
2945,7.7994,359.31522,[M-e]+,245,,,,,,10,0,,7340,5920,5710,5120,5620,7390,7430,6740,7120,7040
2948,7.8257,425.0763,,,,,,,,4,0,,2400,2770,2440,2440,2680,1280,1230,1250,1220,1350
2951,7.8025,163.03866,,,,,,,,1,0,,1020,1310,1570,1180,1480,1380,1760,1560,1670,1560
2952,7.8139,117.05611,,,,,,,,3,0,,1350,1530,1320,1520,1530,935,1590,1570,1600,1540
2954,7.8077,574.12871,,,,,,,,7,0,,1880,1650,1320,1390,1410,1930,1870,1950,2280,1960
2956,7.8159,401.11021,,,,,,,,6,0,,1720,1620,1360,1320,1330,2900,2830,2900,3260,2730
2957,7.816,220.03673,[M+K]+,246,,,,,,8,0,,2580,2770,3450,2620,2790,3870,4840,4370,4710,5070
2958,7.8154,377.10639,,,,,,,,2,0,,1310,1790,1570,1720,1570,,,,,
2959,7.8267,262.01315,,,,,,,,1,0,,854,1730,1580,1360,1700,932,801,686,638,553
3370,9.5922,360.14969,,,ALIGN_GNPS_LACTULOSE,C(C1C(C(C(C(O1)OC2C(CO)OC(CO)(C2O)O)O)O)O)O,JCQLYHFGKNRPGE-UHFFFAOYSA-N,ALIGN_NIST23_4-O-Hexopyranosylhex-2-ulofuranose,ALIGN_NIST23_4-O-Hexopyranosylhex-2-ulofuranose,10,42,0.95,7750,6490,5810,6040,6880,4890,5830,5590,6170,5980
2962,7.8296,103.05408,,,,,,,,10,0,,3430,3880,3650,3470,3780,2850,3300,2960,3500,3250
1969,3.2623,137.04559,,,ALIGN_GNPS_HYPOXANTHINE,C=1NC2=C(N1)N=CNC2=O,FDGQSTZJBFJUBT-UHFFFAOYSA-N,ALIGN_GNPS_HYPOXANTHINE,ALIGN_GNPS_HYPOXANTHINE,10,19,1,7130,6860,7330,7380,6800,5780,5920,6230,6040,6300
2964,7.8302,95.04909,,,,,,,,10,0,,34800,34700,29400,32300,31200,24300,28600,28200,28100,27700
2965,7.8309,118.06493,,,,,,,,10,0,,4680,4830,4270,4420,4770,3340,4230,3900,4170,4130
2966,7.8312,109.06461,[M+NH4]+,247,,,,,,10,0,,2590,3100,3100,2940,2940,2740,3160,2670,2780,2830
2967,7.8316,77.03863,,,,,,,,10,0,,6850,6870,6990,7390,6110,6110,5360,5690,6600,5330
2968,7.8321,123.04387,,,,,,,,10,42,,92200,96600,90900,91000,95700,75900,86100,86200,89100,89900
2969,7.8372,119.049,[M+NH4]+,254,,,,,,10,40,,68100,74300,68000,70100,68000,59200,64900,63900,63300,61800
2970,7.8329,107.04897,,,,,,,,9,0,,2180,2130,2190,2300,2370,2060,2050,1920,2070,1980
2971,7.8333,137.05948,,,,,,,,10,0,,2510,2680,3260,2960,3080,2140,2470,2840,2800,2590
2972,7.832,147.0439,[M-H2O-e]+,248,,,,,,10,28,,41300,39900,40000,42100,41100,31900,34100,33200,35300,33100
2973,7.8418,91.05424,[M+NH4]+,252,,,,,,10,30,,68600,68700,67600,64900,66900,52100,53900,54200,55300,54100
2412,5.7235,131.04889,[M-H2O+H]+,217,"ALIGN_NIST23_Benzeneethanaminium, .alpha.-carboxy-N,N,N-trimethyl-, inner salt",CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,"ALIGN_NIST23_Benzeneethanaminium, .alpha.-carboxy-N,N,N-trimethyl-, inner salt","ALIGN_NIST23_Benzeneethanaminium, .alpha.-carboxy-N,N,N-trimethyl-, inner salt",10,15,0.888,4920,3970,3770,3840,3610,6230,7200,7010,6610,6970
2975,7.844,162.11215,,,,,,,,1,0,,1720,1550,1570,1530,1630,1480,1320,1490,1450,1430
2977,7.8351,183.08467,[M+NH4]+,248,,,,,,2,7,,37000,40100,36800,39600,39700,28800,31900,32700,30200,31900
2978,7.8498,144.06528,[M+NH4]+,256,,,,,,3,0,,1780,1530,1350,1410,1270,1710,1740,1620,1690,1590
2979,7.8335,407.07521,[M+K]+,253,,,,,,4,0,,911,2450,2530,2440,2460,,,,,
2980,7.8328,310.17575,,,,,,,,5,0,,1990,2190,2490,2300,2260,1290,1550,1600,1610,1820
2981,7.8422,391.10149,[M+Na]+,253,,,,,,4,0,,1540,2510,2260,2700,2430,,,,,
2982,7.8424,550.19321,,,,,,,,4,0,,1180,2660,2430,2400,2160,,,,,
2983,7.8539,203.05251,[M+Na]+,257,,,,,,10,2,,19600,22900,26200,25000,25800,20000,19400,20300,21000,19800
2984,7.8449,219.02629,[M+K]+,257,,,,,,10,0,,2140,2210,3250,2980,2910,2860,3020,3100,3310,3570
2985,7.847,91.03897,[M+H]+,255,,,,,,10,0,,3010,2400,2670,2470,2610,2980,2680,3740,3100,2680
2986,7.8502,221.06287,,,,,,,,8,0,,1270,1750,2030,1940,1970,1420,1760,1720,1500,1840
2987,7.8499,81.03352,,,,,,,,7,0,,2000,1630,1520,1500,1830,1610,1800,1750,1710,1490
2988,7.8526,362.14411,,,,,,,,10,0,,3910,3950,3120,3550,3860,3650,3920,3480,3890,3410
2989,7.8527,162.07586,[M+NH4]+,258,,,,,,10,0,,2200,1660,1880,1720,2150,1870,2470,1770,1960,1890
2990,7.8541,109.02827,,,,,,,,10,0,,2080,1990,1940,1600,2200,1950,1660,1980,2150,2000
2991,7.8542,127.03873,[M-H2O+H]+,258,,,,,,10,0,,6530,6080,5720,5570,5570,5860,5460,6460,5360,5640
2992,7.8543,163.05988,[M-H2O+H]+,257,,,,,,10,0,,10900,9410,9490,8760,9240,11300,9910,10000,9780,9710
2993,7.8544,85.02842,,,,,,,,10,0,,14300,12000,12900,11300,11300,12100,12400,12500,11600,12000
2994,7.8559,97.02834,,,,,,,,10,0,,6050,5820,5350,5100,5920,5570,5780,6360,5990,6150
2995,7.8565,145.04932,[M+H]+,258,,,,,,10,3,,15600,14200,14400,14400,13700,14500,14300,15000,15500,16400
2996,7.8589,180.08642,[M+NH4]+,259,,,,,,10,0,,5460,5010,4860,4380,5250,4470,4420,4220,5280,4460
1768,1.8535,181.07176,,,INHOUSE_THEOPHYLLINE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_GNPS_THEOPHYLLINE,ALIGN_GNPS_THEOPHYLLINE,5,16,0.815,6620,7010,914,830,909,3690,3650,3500,3940,2940
2998,7.8152,130.0497,,,,,,,,2,0,,1960,1640,1360,1610,1840,1420,1430,1510,1040,1350
